ISIN,NAME,Country
FR0011476928,FNAC DARTY,EUR
FR0011648716,CARBIOS,EUR
FR0011665280,FIGEAC AERO,EUR
FR0011675362,NEOEN,EUR
FR0011726835,GTT,EUR
FR0011742329,MCPHY ENERGY,EUR
FR0011950682,SERGEFERRARI GROUP,EUR
FR0011950732,ELIOR GROUP,EUR
FR0011981968,WORLDLINE,EUR
FR0011992700,ATEME,EUR
FR0011995588,VOLTALIA,EUR
FR0012419307,FOCUS HOME INTERACTIVE,EUR
FR0012432516,POXEL,EUR
FR0012435121,ELIS,EUR
FR0012633360,CELLNOVO DEAD - DELIST.04/05/20,EUR
FR0012757854,SPIE,EUR
FR0012789667,AMPLITUDE SURGICAL,EUR
FR0012789949,EUROPCAR MOBILITY,EUR
FR0012819381,GROUPE GUILLIN,EUR
FR0012821890,ADUX,EUR
FR0012882389,PHARMAGEST INTERACTIVE,EUR
FR0013006558,SHOWROOMPRIVE,EUR
FR0013018124,NICOX,EUR
FR0013030152,FRCAISE ENGIE PROM,EUR
FR0013153541,MAISONS DU MONDE,EUR
FR0013154002,SARTORIUS STEDIM BIOTECH,EUR
FR0013176526,VALEO,EUR
FR0013181864,CGG,EUR
FR0013183589,AURES TECHNOLOGIES,EUR
FR0013185857,ABEO,EUR
FR0013199916,SOMFY,EUR
FR0013204336,LDC,EUR
FR0013214145,SMCP,EUR
FR0013227113,SOITEC,EUR
FR0013247137,MEDIAWAN DEAD - DELIST.03/12/20,EUR
FR0013252186,PLSTQ.DU VAL DE LOIRE,EUR
FR0013258399,BALYO,EUR
FR0013258589,ANTALIS DEAD - DELIST.05/11/20,EUR
FR0013258662,ALD,EUR
FR0013269123,RUBIS,EUR
FR0013280286,BIOMERIEUX,EUR
FR0013283108,DELTA PLUS GROUP,EUR
FR0013295789,TFF GROUP,EUR
FR0013326246,UNIBAIL RODAMCO WE STAPLED UNITS,EUR
FR0013333432,THERMADOR GROUPE,EUR
FR0013357621,WAVESTONE,EUR
FR0013379484,SOLUTIONS 30 SE,Other
FR0013426004,CLARANOVA,EUR
FR0013467479,CONSTELLIUM SE A,EUR
FR0013505062,TECHNICOLOR,EUR
FR0013506730,VALLOUREC,EUR
FR0013514114,EUROPLASMA,EUR
FR00140006O9,SOLOCAL GROUP,EUR
FR0014000MR3,EUROFINS SCIEN.,EUR
GB0000055888,DISCOVERIE GROUP,EUR
GB0000163088,SPEEDY HIRE,EUR
GB0000219260,ARENA LEISURE DEAD - 02/04/12,EUR
GB0000221894,TIMEWEAVE DEAD - 14/11/12,EUR
GB0000282623,AMEC FOSTER WHEELER DEAD - DELIST.09/10/17,EUR
GB0000293950,CHAUCER HOLDINGS (OTC) DEAD - DELIST.14/07/11,EUR
GB0000365774,ANGLO-EASTERN PLTNS.,EUR
GB0000386143,ALLIANCE & LEICESTER DEAD - EX.INTO 702853,EUR
GB0000456144,ANTOFAGASTA,EUR
GB0000472455,DIXONS RETAIL (OTC) DEAD - DELIST.11/08/14,EUR
GB0000536739,ASHTEAD GROUP,EUR
GB0000595859,ARM HOLDINGS DEAD - 06/09/16,EUR
GB0000600931,BRAEMAR SHIP,EUR
GB0000608009,ATKINS (WS) (OTC) DEAD - DELIST.23/06/17,EUR
GB0000667013,AVON RUBBER,EUR
GB0000698414,BPP HOLDINGS DEAD - 20/08/09,EUR
GB0000811801,BARRATT DEVELOPMENTS,EUR
GB0000904986,BELLWAY,EUR
GB0000931526,ENODIS DEAD - 27/10/08,EUR
GB0000946276,CONSORT MEDICAL DEAD - DELIST.06/03/20,EUR
GB0000961622,BALFOUR BEATTY,EUR
GB0001001592,BTG DEAD - DELIST.19/08/19,EUR
GB0001012045,BISICHI,EUR
GB0001022960,FORTUNE OIL DEAD - 09/03/15,EUR
GB0001048619,TED BAKER,EUR
GB0001110096,BOOT (HENRY),EUR
GB0001195089,BRAMMER DEAD - 06/02/17,EUR
GB0001290575,BRITISH AIRWAYS DEAD - EX.INTO 74190D,EUR
GB0001367019,BRITISH LAND,EUR
GB0001430023,BRIXTON DEAD - EX.INTO 901614,EUR
GB0001452795,NORTHERN ROCK DEAD - 25/02/08,EUR
GB0001500809,TULLOW OIL,EUR
GB0001528156,INTERSERVE DEAD - DELIST.18/03/19,EUR
GB0001570810,XAAR,EUR
GB0001576163,UK MAIL GROUP DEAD - 23/12/16,EUR
GB0001638955,WETHERSPOON (JD),EUR
GB0001667087,CAMELLIA,EUR
GB0001742393,GCAP MEDIA DEAD - 10/06/08,AMER
GB0001751915,CARCLO,EUR
GB0001765816,BREWIN DOLPHIN,EUR
GB0001766558,CARE UK DEAD - 27/04/10,EUR
GB0001772945,CARPETRIGHT DEAD - DELIST.24/01/20,EUR
GB0001795680,CASTINGS,EUR
GB0001803666,CATTLES DEAD - 07/03/11,EUR
GB0001826634,DIPLOMA,EUR
GB0001859296,VISTRY GROUP,EUR
GB0001883718,CHARLES TAYLOR DEAD - DELIST.22/01/20,EUR
GB0001915395,TAYLOR NELSON SOFRES DEAD - T/O BY 926119,EUR
GB0001952075,CHLORIDE GROUP DEAD - 03/09/10,EUR
GB0001979029,MANAGEMENT CNSL.GP. DEAD - DELIST.24/06/20,EUR
GB0002015021,TCLARKE,EUR
GB0002018363,CLARKSON,EUR
GB0002036720,CLINTON CARDS DEAD - 14/05/12,EUR
GB0002074580,GENUS,EUR
GB0002148343,RATHBONE BROTHERS,EUR
GB0002162385,AVIVA,EUR
GB0002228152,BRADFORD & BINGLEY DEAD - 30/09/08,AMER
GB0002280401,COUNTRYSIDE PROPS. DEAD - DELIST 14/03/05,EUR
GB0002293446,RSM TENON GROUP DEAD - 14/10/13,EUR
GB0002303468,ARRIVA DEAD - 31/08/10,EUR
GB0002318888,CRANSWICK,EUR
GB0002328259,CREST NICHOLSON DEAD - 08/05/07,EUR
GB0002349065,REA HOLDINGS,EUR
GB0002374006,DIAGEO,EUR
GB0002405495,SCHRODERS,EUR
GB0002418548,ELEMENTIS,EUR
GB0002502036,DAEJAN HOLDINGS DEAD - DELIST.11/05/20,EUR
GB0002502812,DAIRY CREST GROUP DEAD - DELIST.15/04/19,EUR
GB0002504529,TEG GROUP (THE) DEAD - 21/01/15,EUR
GB0002568813,LONRHO DEAD - 22/07/13,EUR
GB0002584562,DAWSON HOLDINGS DEAD - 26/09/11,EUR
GB0002606118,DTZ HOLDINGS DEAD - 06/12/11,EUR
GB0002615069,DELTA DEAD - 01/06/10,EUR
GB0002634946,BAE SYSTEMS,EUR
GB0002652740,DERWENT LONDON,EUR
GB0002668464,U AND I GROUP,EUR
GB0002670437,DEVRO,EUR
GB0002748050,DOMINO PRINTING SCIENCES DEAD - 12/06/15,EUR
GB0002869419,BIG YELLOW GROUP,EUR
GB0002875804,BRITISH AMERICAN TOBACCO,EUR
GB0002893823,GOLDSHIELD GROUP DEAD - 21/12/09,Other
GB0002922382,TOROTRAK DEAD - 27/03/18,EUR
GB0003062816,TOWN CENTRE SECURITIES,EUR
GB0003096442,ELECTROCOMP.,EUR
GB0003119392,EXPRO INTL. DEAD - 03/07/08,Other
GB0003164950,HOLIDAYBREAK DEAD - 27/09/11,EUR
GB0003308607,SPECTRIS,EUR
GB0003318416,PREMIER FARNELL DEAD - 18/10/16,EUR
GB0003345054,FENNER DEAD - 01/06/18,EUR
GB0003395000,FISHER(JAMES)& SONS,EUR
GB0003452173,FIRST GROUP,EUR
GB0003473104,FORTH PORTS DEAD - 03/06/11,EUR
GB0003718474,GAMES WORKSHOP,EUR
GB0003753778,GO-AHEAD GROUP,EUR
GB0003781050,GOODWIN,EUR
GB0004052071,HALMA,EUR
GB0004082847,STANDARD CHARTERED,EUR
GB0004161021,HAYS,EUR
GB0004170089,HEADLAM GROUP,EUR
GB0004270301,HILL & SMITH,EUR
GB0004300496,PAN AFRICAN RESOURCES,EM
GB0004440284,CRESTON DEAD - 23/12/16,EUR
GB0004478896,HUNTING,EUR
GB0004499488,HYDRO INTERNATIONAL DEAD - 16/08/16,EUR
GB0004536594,ADVANCED MED.SLTN.GP.,EUR
GB0004544929,IMPERIAL BRANDS,EUR
GB0004657408,MITIE GROUP,EUR
GB0004697420,JKX OIL & GAS,EUR
GB0004726096,SPIRENT COMMUNICATIONS,EUR
GB0004762810,JOHNSON SERVICE GROUP,EUR
GB0004835483,SABMILLER DEAD - 06/10/16,EUR
GB0004866223,KELLER,EUR
GB0004915632,KIER GROUP,EUR
GB0005057541,LAVENDON GROUP DEAD - 15/03/17,EUR
GB0005227086,LOGICA DEAD - 24/08/12,EUR
GB0005363014,LOW & BONAR DEAD - DELIST.13/05/20,EUR
GB0005405286,HSBC HOLDINGS,EUR
GB0005522007,MCKAY SECURITIES,EUR
GB0005576813,HOWDEN JOINERY GP.,EUR
GB0005603997,LEGAL & GENERAL,EUR
GB0005622542,MILLENNIUM & CPTH.HTLS. DEAD - DELIST.11/10/19,EUR
GB0005630420,MEARS GROUP,EUR
GB0005746358,MCBRIDE,EUR
GB0005758098,MEGGITT,EUR
GB0005790059,MENZIES (JOHN),EUR
GB0005953681,MINERVA DEAD - 19/09/11,EUR
GB0006027295,MORGAN ADVANCED MRA.,EUR
GB0006043169,MORRISON(WM)SPMKTS.,EUR
GB0006081037,MOUNTVIEW ESTATES,EUR
GB0006091408,MUCKLOW A&J GROUP DEAD - DELIST.01/07/19,EUR
GB0006215205,NATIONAL EXPRESS GP.,EUR
GB0006313034,NESTOR HEALTHCARE DEAD - 03/02/11,EUR
GB0006320161,INTERNATIONAL POWER DEAD - 02/07/12,EUR
GB0006449366,ANGLO PACIFIC GROUP,EUR
GB0006466089,NORTHERN FOODS DEAD - 13/05/11,EUR
GB0006556046,CHARLES STANLEY GROUP,EUR
GB0006573546,HARVEY NASH GROUP DEAD - DELIST.28/12/18,EUR
GB0006640972,4IMPRINT GROUP,EUR
GB0006650450,OXFORD INSTRUMENTS,EUR
GB0006672785,PACE DEAD - 05/01/16,EUR
GB0006683238,COMMUNISIS DEAD - DELIST.07/12/18,EUR
GB0006725062,INTEC TELECOM SYS. DEAD - 30/11/10,EUR
GB0006731235,ASSOCIATED BRIT.FOODS,EUR
GB0006776081,PEARSON,EUR
GB0006825383,PERSIMMON,EUR
GB0006834344,INTU PROPERTIES DEAD - DELIST.02/07/20,EUR
GB0006870611,GB GROUP,EUR
GB0006872096,INNOVATION GROUP DEAD - 19/11/15,EUR
GB0006886666,EUROMONEY INSTL.INVESTOR,EUR
GB0006928617,UNITE GROUP,EUR
GB0006963689,PORVAIR,EUR
GB0007099541,PRUDENTIAL,EUR
GB0007184442,QUINTAIN ESTATES & DEV. DEAD - 26/10/15,EUR
GB0007188757,RIO TINTO,PAC
GB0007197378,RPC GROUP DEAD - DELIST.01/07/19,EUR
GB0007215949,TRAFFICMASTER DEAD - 29/07/10,Other
GB0007281198,SCAPA GROUP,EUR
GB0007291015,ST MODWEN PROPS.,EUR
GB0007323586,RENISHAW,EUR
GB0007325078,RENOLD,EUR
GB0007365546,CARILLION,EUR
GB0007370074,RICARDO,EUR
GB0007383341,KEWILL SYSTEMS (OTC) DEAD - MERGER,EUR
GB0007388407,LIONTRUST ASSET MAN.,EUR
GB0007442014,ROBERT WISEMAN DAIRIES DEAD - 07/03/12,EUR
GB0007448250,KCOM GROUP DEAD - 02/08/19,EUR
GB0007590234,FIDESSA GROUP DEAD - DELIST.03/09/18,EUR
GB0007594764,RPS GROUP,EUR
GB0007641797,EIDOS DEAD - 23/04/09,EUR
GB0007655037,S & U,EUR
GB0007668071,CLOSE BROTHERS GROUP,EUR
GB0007669376,ST.JAMES'S PLACE ORD,EUR
GB0007689002,KIN AND CARTA,EUR
GB0007739609,TRAVIS PERKINS,EUR
GB0007797425,BRITISH POLYTHENE INDS. DEAD - 01/08/16,EUR
GB0007892358,SVG CAPITAL DEAD - DELIST 29/06/17,EUR
GB0007908733,SSE,EUR
GB0007958233,SENIOR,EUR
GB0007973794,SERCO GROUP,EUR
GB0007980591,BP,EUR
GB0007981128,SSL INTERNATIONAL DEAD - 29/11/10,EUR
GB0007990962,SHAFTESBURY,EUR
GB0007995243,RENEWI,EUR
GB0008025412,SIG,EUR
GB0008039975,AXIS-SHIELD DEAD - 22/11/11,EUR
GB0008085614,MORGAN SINDALL GROUP,EUR
GB0008152042,SPRING GROUP DEAD - 21/10/09,EUR
GB0008220112,SMITH (DS),EUR
GB0008435405,DIMENSION DATA HDG. DEAD - 14/12/10,EUR
GB0008475088,ROBERT WALTERS,EUR
GB0008481250,PHOTO-ME INTL.,EUR
GB0008706128,LLOYDS BANKING GROUP,EUR
GB0008711763,TT ELECTRONICS,EUR
GB0008722323,TANJONG (M) DEAD - DELIST.29/09/10,EM
GB0008754136,TATE & LYLE,EUR
GB0008762899,BG GROUP DEAD - 15/02/16,EUR
GB0008782301,TAYLOR WIMPEY,EUR
GB0008794710,TELECOM PLUS,EUR
GB0008883927,TRIFAST,EUR
GB0008901935,THORNTONS DEAD - 20/08/15,EUR
GB0009039941,REACH,EUR
GB0009067447,MOTHERCARE,EUR
GB0009116079,UMECO DEAD - 23/07/12,EUR
GB0009123323,ULTRA ELECTRONICS HDG.,EUR
GB0009221044,ALTERIAN DEAD - 30/01/12,EUR
GB0009223206,SMITH & NEPHEW,EUR
GB0009252882,GLAXOSMITHKLINE,EUR
GB0009286963,VP,EUR
GB0009292243,VICTREX,EUR
GB0009296665,VITEC GROUP,EUR
GB0009303123,IMAGINATION TECHNOLOGIES DEAD - 03/11/17,EUR
GB0009323741,WSP GROUP (OTC) DEAD - DELIST.13/01/14,EUR
GB0009354589,MELROSE RESOURCES DEAD - 11/10/12,EUR
GB0009376368,SDL DEAD - DELIST.05/11/20,EUR
GB0009390070,VOLEX,EUR
GB0009465807,WEIR GROUP,EUR
GB0009516252,SPORTINGBET (OTC) DEAD - DELIST.04/01/13,EUR
GB0009619924,IQE,EUR
GB0009633180,DECHRA PHARMACEUTICALS,EUR
GB0009692319,WILMINGTON,EUR
GB0009697037,BABCOCK INTERNATIONAL,EUR
GB0009887422,SYNTHOMER,EUR
GB0009895292,ASTRAZENECA,EUR
GB0009896605,ZOTEFOAMS,EUR
GB0022569080,AMDOCS,AMER
GB0030181522,TRIBAL GROUP,EUR
GB0030221864,EVOLUTION GROUP DEAD - 22/12/11,EUR
GB0030232317,PAGEGROUP,EUR
GB0030329360,WINCANTON,EUR
GB0030364995,REAL ESTATE OPPS. DEAD - 18/07/12,Other
GB0030488034,CCH INTERNATIONAL DEAD - 25/10/07,EUR
GB0030587504,HBOS DEAD - EX.INTO 900856,EUR
GB0030646508,GKN DEAD - 21/05/18,EUR
GB0030738610,WOOLWORTHS GROUP DEAD - 03/3/09,EUR
GB0030757263,SYNERGY HEALTH DEAD - 03/11/15,EUR
GB0030913577,BT GROUP,EUR
GB0030927254,ASOS,EUR
GB0031274896,MARKS & SPENCER GROUP,EUR
GB0031348658,BARCLAYS,EUR
GB0031411001,XSTRATA DEAD - 03/05/13,EUR
GB0031423188,VENTURE PRODUCTION DEAD - 02/10/09,EUR
GB0031477770,FIRST DERIVATIVES,EUR
GB0031544546,PETROPAVLOVSK,EUR
GB0031575722,HMV GROUP DEAD - 17/01/13,EUR
GB0031638363,INTERTEK GROUP,EUR
GB0031696858,MOUCHEL GROUP DEAD - 28/08/12,EUR
GB0031698896,WILLIAM HILL,EUR
GB0031718066,HIBU (OTC) DEAD - DELIST.14/03/17,EUR
GB0031729733,VT GROUP DEAD - 09/07/10,EUR
GB0031743007,BURBERRY GROUP,EUR
GB0032072174,HYDER CONSULTING DEAD - 17/10/14,EUR
GB0032089863,NEXT,EUR
GB0032398678,JUDGES SCIENTIFIC,EUR
GB0033029744,NORTHUMBRIAN WATER GP. DEAD - 14/10/11,EUR
GB0033040113,DARTY DEAD - 17/08/16,EUR
GB0033057794,DIALIGHT,EUR
GB0033147751,BLOOMSBURY PBL.,EUR
GB0033195214,KINGFISHER,EUR
GB0033252056,DANA PETROLEUM DEAD - 28/10/10,EUR
GB0033551168,CLIMATE EXCHANGE DEAD - 08/07/10,EUR
GB0033563130,WOLFSON MICROELECTRONICS DEAD - 26/08/14,EUR
GB0033674564,ISIS PROPERTY TRUST DEAD - 11/04/13,EUR
GB0033764746,FRENCH CONNECTN.GROUP,EUR
GB0033875286,STD.LF.INV.PR.INC.TST.,EUR
GB0033986497,ITV,EUR
GB0034147388,CSR DEAD - 17/08/15,EUR
GB0034264548,PAYSAFE GROUP DEAD - 22/12/17,EUR
GB0034291418,CENTAUR MEDIA,EUR
GB0055007982,AUTONOMY CORP. DEAD - 14/11/11,EUR
GB0059822006,DIALOG SEMICON.,EUR
GB0066981209,ASTRO ALL ASIA NETWORKS DEAD - DELIST.14/06/10,EM
GB00B00FPT80,CHESNARA,EUR
GB00B00HD783,IMPERIAL ENERGY DEAD - 09/03/09,EUR
GB00B012BV22,MARSHALLS,EUR
GB00B012T521,BMO RLST. INVS.,EUR
GB00B012TP20,HALFORDS GROUP,EUR
GB00B019KW72,SAINSBURY J,EUR
GB00B01CZ652,HORNBY,EUR
GB00B01DW905,E2V TECHNOLOGIES DEAD - 29/03/17,EUR
GB00B01FLG62,G4S,EUR
GB00B01HM147,SCHRODER REAL ESTATE IT.,EUR
GB00B01JLR99,NANOCO GROUP,EUR
GB00B01NJN34,EMERALD ENERGY DEAD - 13/10/09,Other
GB00B01QGK86,NCC GROUP,EUR
GB00B01TND91,BOOKER GROUP DEAD - 05/03/18,EUR
GB00B01V9H13,REDEFINE INTERNATIONAL PLC,EUR
GB00B02J6398,ADMIRAL GROUP,EUR
GB00B02L3W35,BERKELEY GROUP HDG.,EUR
GB00B02QND93,PAYPOINT,EUR
GB00B0315W65,PHOENIX IT GROUP DEAD - 17/07/15,EUR
GB00B033F229,CENTRICA,EUR
GB00B03HDJ73,ESKEN LIMITED,EUR
GB00B03MLX29,ROYAL DUTCH SHELL A,EUR
GB00B04QKW59,BRITISH ENERGY GROUP DEAD - 03/02/09,EUR
GB00B04V1276,GRAINGER,EUR
GB00B0672758,AFREN (OTC) DEAD - DELIST.25/07/17,EUR
GB00B06GNN57,BLANCCO TECHNOLOGY GROUP,EUR
GB00B06QFB75,IG GROUP HOLDINGS,EUR
GB00B0712D26,RENSBURG SHEPPARDS DEAD - T/O BY 26027U,EUR
GB00B0744359,ESSENTRA,EUR
GB00B0744B38,BUNZL,EUR
GB00B07KD360,COBHAM DEAD - DELIST.20/01/20,EUR
GB00B081NX89,INSPIRED CAPITAL DEAD - 28/09/15,EUR
GB00B082RF11,RENTOKIL INITIAL,EUR
GB00B09BY452,BSS GROUP DEAD - T/O BY 931669,EUR
GB00B09H7Z56,CLIPPER WINDPOWER (REGS) DEAD - 15/12/10,EUR
GB00B09LSH68,INMARSAT DEAD - DELIST.05/12/19,EUR
GB00B09MB366,HARDY OIL & GAS DEAD - DELIST.26/02/20,EUR
GB00B09STF21,PROSTRAKAN GROUP DEAD - 21/04/11,EUR
GB00B0BHCR03,MAPELEY DEAD - 20/04/09,Other
GB00B0D5V538,RAVEN PROPERTY GROUP LIMITED,EUR
GB00B0D5VH57,PSION DEAD - 26/10/12,EUR
GB00B0F99717,BERENDSEN DEAD - 13/09/17,EUR
GB00B0FYMT95,HELICAL REIT,EUR
GB00B0H2K534,PETROFAC,EUR
GB00B0HW5366,REAL ESTATE CREDIT INVS.,EUR
GB00B0HX1083,GEMFIELDS DEAD - 28/07/17,EUR
GB00B0HZP136,GREENE KING DEAD - DELIST.31/10/19,EUR
GB00B0HZPV38,KAZ MINERALS,EUR
GB00B0KM9T71,STHREE,EUR
GB00B0LCW083,HIKMA PHARMACEUTICALS,EUR
GB00B0LCW208,PICTON PROPERTY INC.,EUR
GB00B0MTC970,HARGREAVES SERVICES,EUR
GB00B0N8QD54,BRITVIC,EUR
GB00B0P8RT68,HAMPSON INDS. DEAD - 21/11/12,EUR
GB00B0PPFY88,HANSTEEN HOLDINGS DEAD - DELIST.07/02/20,EUR
GB00B0SWJX34,LONDON STOCK EXCHANGE GROUP,EUR
GB00B0WHW246,OPTOS DEAD - 26/05/15,EUR
GB00B0WM2V87,SCOTT WILSON GROUP DEAD - 10/09/10,EUR
GB00B0WMWD03,QINETIQ GROUP,EUR
GB00B0YG1K06,RESTAURANT GROUP,EUR
GB00B0ZSH635,LADBROKES CORAL GROUP DEAD - DELIST.29/03/18,EUR
GB00B104RS51,CITY OF LONDON INV.GP.,EUR
GB00B10RZP78,UNILEVER (UK),EUR
GB00B126KH97,DEBENHAMS DEAD - DELIST.10/04/19,EUR
GB00B128J450,IP GROUP,EUR
GB00B129PL77,BIFFA DEAD - 08/04/08,EUR
GB00B12WC938,CADOGAN PETROLEUM,EUR
GB00B132NW22,ASHMORE GROUP,EUR
GB00B135BJ46,SAVILLS,EUR
GB00B139BQ35,CONNAUGHT DEAD - 05/10/10,EUR
GB00B13JS954,EROS INTERNATIONAL DEAD - 14/11/13,EUR
GB00B14RYC39,SOUTHERN CROSS HLTHCR. GP.,EUR
GB00B14SKR37,CMC MARKETS,EUR
GB00B15FWH70,CINEWORLD GROUP,EUR
GB00B17MMZ46,LOOKERS,EUR
GB00B17WCR61,SMITHS NEWS,EUR
GB00B18P5K83,TOPPS TILES,EUR
GB00B18V8630,PENNON GROUP,EUR
GB00B19NKB76,HOME RETAIL GROUP DEAD - 05/09/16,EUR
GB00B19NLV48,EXPERIAN,EUR
GB00B19Z1432,PZ CUSSONS,EUR
GB00B19Z2J52,UK COMMERCIAL PR.REIT,EUR
GB00B1CKQ739,DUNELM GROUP,EUR
GB00B1CL5249,LAMPRELL,EM
GB00B1CM8S45,HOGG ROBINSON GROUP DEAD - 20/07/18,EUR
GB00B1CRLC47,MONDI,EUR
GB00B1FH8J72,SEVERN TRENT,EUR
GB00B1FMH067,FIBERWEB (OTC) DEAD - DELIST.11/04/16,EUR
GB00B1FP6H53,MITCHELLS & BUTLERS,EUR
GB00B1FW5029,HOCHSCHILD MINING,EUR
GB00B1G52761,BLUEBAY ASSET MANAGEMENT DEAD - 20/12/10,EUR
GB00B1G5HX72,LSL PROPERTY SERVICES,EUR
GB00B1H0K107,COLLINS STEW.HAWKPOINT DEAD - 22/03/12,EUR
GB00B1JQBT10,PENDRAGON,EUR
GB00B1JQDM80,MARSTON'S,EUR
GB00B1KJJ408,WHITBREAD,EUR
GB00B1L5QH97,RANK GROUP,EUR
GB00B1L8B624,EI GROUP DEAD - DELIST.04/03/20,EUR
GB00B1N7Z094,SAFESTORE HOLDINGS,EUR
GB00B1P6ZR11,BROWN GROUP,EUR
GB00B1P75854,EAGA DEAD - 21/04/11,EUR
GB00B1QH8P22,FRASERS GROUP,EUR
GB00B1V9NW54,HILTON FOOD GROUP,EUR
GB00B1VK7X76,XCHANGING DEAD - 06/06/16,EUR
GB00B1VNST91,LAIRD DEAD - 02/07/18,EUR
GB00B1VNSX38,DRAX GROUP,EUR
GB00B1VWM162,WELLSTREAM HOLDINGS DEAD - 08/03/11,EUR
GB00B1VYCH82,THOMAS COOK GROUP DEAD - DELIST.24/09/19,EUR
GB00B1VZ0M25,HARGREAVES LANSDOWN,EUR
GB00B1WL0527,ROK DEAD - 16/11/10,EUR
GB00B1WY2338,SMITHS GROUP,EUR
GB00B1XH2C03,FERREXPO,SA
GB00B1XZS820,ANGLO AMERICAN,EUR
GB00B1YKG049,INTERNATIONAL PSNL.FIN.,EUR
GB00B1YPC344,FULLER SMITH & TURNR.,EUR
GB00B1YW4409,3I GROUP,EUR
GB00B1Z4ST84,PROVIDENT FINANCIAL,EUR
GB00B1Z7RQ77,TUI TRAVEL DEAD - 17/12/14,EUR
GB00B1ZBKY84,MONEYSUPERMARKET COM GP.,EUR
GB00B1ZBLD47,SEPURA DEAD - 25/05/17,EUR
GB00B23K0M20,CAPITA,EUR
GB00B2423069,LUMINAR GROUP HOLDINGS DEAD - 04/11/11,EUR
GB00B2425G68,CRANEWARE,EUR
GB00B24CGK77,RECKITT BENCKISER GROUP,EUR
GB00B24CT194,OPHIR ENERGY DEAD - DELIST.22/05/19,EUR
GB00B27YGJ97,SEVERFIELD,EUR
GB00B282R334,CATALYST MEDIA GROUP,EUR
GB00B282YM11,TELECITY GROUP DEAD - 15/01/16,EUR
GB00B2863827,CVS GROUP,EUR
GB00B28TMS45,CHRYSALIS (OTC) DEAD - DELSIT.15/07/11,EUR
GB00B28ZPV64,SPORTECH,EUR
GB00B2988H17,AMLIN DEAD - 02/01/16,EUR
GB00B29BCK10,EURASIAN NATRES CORP.,EUR
GB00B29H4253,TYMAN,EUR
GB00B2B0DG97,RELX,EUR
GB00B2NGPM57,PARAGON BANKING GROUP,EUR
GB00B2PDGW16,WH SMITH,EUR
GB00B2PF6M70,CADBURY DEAD - 08/03/10,EUR
GB00B2PF7L39,MWB GROUP HOLDINGS UNITS DEAD - 29/07/14,EUR
GB00B2QMX606,AGA RANGEMASTER GROUP DEAD - 24/09/15,EUR
GB00B2QPKJ12,FRESNILLO,EUR
GB00B2QY9355,CHIME COMMS. DEAD - 19/10/15,EUR
GB00B39J2M42,UNITED UTILITIES GROUP,EUR
GB00B3BFNB64,SKYEPHARMA DEAD - 10/06/16,EUR
GB00B3CG9C16,SPICE DEAD - 03/12/10,EUR
GB00B3CX3644,STV GROUP,EUR
GB00B3DGH821,DE LA RUE ORD,EUR
GB00B3FLWH99,BODYCOTE,EUR
GB00B3KHXB36,ANITE DEAD - 14/08/15,EUR
GB00B3M55Q47,PERFORM GROUP DEAD - 08/12/14,EUR
GB00B3MBS747,OCADO GROUP,EUR
GB00B3P91873,MECOM GROUP DEAD - 16/02/15,EUR
GB00B3PQND71,METRIC PROPERTY INVS. DEAD - 28/01/13,EUR
GB00B3T69350,FRIENDS PROVIDENT GROUP DEAD - EX.INTO 54461K,EUR
GB00B40SF849,NOVAE GROUP DEAD - DEAD 03/10/17,EUR
GB00B41H7391,REDDE NORTHGATE,EUR
GB00B42CTW68,NEW WORLD RESOURCES DEAD - 19/07/18,EUR
GB00B45C9X44,CHEMRING GROUP,EUR
GB00B45TWN62,MISYS (OTC) DEAD - DELIST.11/04/16,EUR
GB00B4JV1B90,AEGIS GROUP DEAD - 27/03/13,EUR
GB00B4QHFM95,TANFIELD GROUP,EUR
GB00B4QMVR10,FLYBE GROUP DEAD - DELIST.13/03/20,EUR
GB00B4WFW713,LONDONMETRIC PROPERTY,EUR
GB00B4X1RC86,SMART METERING SYSTEMS,EUR
GB00B4Y7R145,DIXONS CARPHONE,EUR
GB00B4YCDF59,TALKTALK TELECOM GROUP DEAD - DELIST.15/03/21,EUR
GB00B4YZN328,COATS GROUP,EM
GB00B4ZH7J18,RUSPETRO DEAD - 06/06/16,EM
GB00B53P2009,JUPITER FUND MANAGEMENT,EUR
GB00B572ZV91,PHAROS ENERGY,EUR
GB00B5BLXT62,ASIA RESOURCE MINERALS DEAD - 13/08/15,EUR
GB00B5KKT968,CABLE & WIRELESS COMMS. DEAD - 16/05/16,EUR
GB00B5N0P849,WOOD GROUP (JOHN),EUR
GB00B5N5WH70,WYG DEAD - DELIST.10/07/19,EUR
GB00B5NFV695,SPIRIT PUB COMPANY DEAD - 24/06/15,EUR
GB00B5NR1S72,RESTORE,EUR
GB00B5SXPF57,ESSAR ENERGY DEAD - 10/06/14,EUR
GB00B5TMSP21,JAZZTEL (OTC),EUR
GB00B5WB0X89,CABLE & WIRELESS WWD. DEAD - 30/07/12,EUR
GB00B5ZN1N88,SEGRO,EUR
GB00B60B6S45,PROMETHEAN WORLD DEAD - 16/10/15,EUR
GB00B60BD277,SUPERDRY,EUR
GB00B61D1Y04,EMIS GROUP,EUR
GB00B61D2N63,ACACIA MINING DEAD - DELIST.17/09/19,EUR
GB00B61TVQ02,INCHCAPE,EUR
GB00B62G9D36,CAPITAL & CNTS.PROPS.,EUR
